indicator_code,iso3,year,sex,value,low,high
GHED_OOPSCHE_SHA2011,LBY,2001,both,45.528,,
GHED_OOPSCHE_SHA2011,LBY,2002,both,33.089,,
GHED_OOPSCHE_SHA2011,LBY,2003,both,33.755,,
GHED_OOPSCHE_SHA2011,LBY,2004,both,34.214,,
GHED_OOPSCHE_SHA2011,LBY,2005,both,35.347,,
GHED_OOPSCHE_SHA2011,LBY,2006,both,34.627,,
GHED_OOPSCHE_SHA2011,LBY,2007,both,33.442,,
GHED_OOPSCHE_SHA2011,LBY,2008,both,32.266,,
GHED_OOPSCHE_SHA2011,LBY,2009,both,31.101,,
GHED_OOPSCHE_SHA2011,LBY,2010,both,29.974,,
GHED_OOPSCHE_SHA2011,LBY,2011,both,36.668,,
GHED_OOPSCHE_SHA2011,LBY,2012,both,26.105,,
GHED_OOPSCHE_SHA2011,LBY,2013,both,26.548,,
GHED_OOPSCHE_SHA2011,LBY,2014,both,33.626,,
GHED_OOPSCHE_SHA2011,LBY,2015,both,30.718,,
GHED_OOPSCHE_SHA2011,LBY,2016,both,32.495,,
GHED_OOPSCHE_SHA2011,LBY,2017,both,33.781,,
GHED_OOPSCHE_SHA2011,LBY,2018,both,28.241,,
GHED_OOPSCHE_SHA2011,LBY,2019,both,28.017,,
GHED_OOPSCHE_SHA2011,LBY,2020,both,21.141,,
GHED_OOPSCHE_SHA2011,LBY,2021,both,24.391,,
GHED_OOPSCHE_SHA2011,LBY,2022,both,31.849,,
GHED_OOPSCHE_SHA2011,LBY,2023,both,19.177,,
GHED_OOPSCHE_SHA2011,MAR,2000,both,53.866,,
GHED_OOPSCHE_SHA2011,MAR,2001,both,53.254,,
GHED_OOPSCHE_SHA2011,MAR,2002,both,53.847,,
GHED_OOPSCHE_SHA2011,MAR,2003,both,56.205,,
GHED_OOPSCHE_SHA2011,MAR,2004,both,57.376,,
GHED_OOPSCHE_SHA2011,MAR,2005,both,59.656,,
GHED_OOPSCHE_SHA2011,MAR,2006,both,58.749,,
GHED_OOPSCHE_SHA2011,MAR,2007,both,57.183,,
GHED_OOPSCHE_SHA2011,MAR,2008,both,56.413,,
GHED_OOPSCHE_SHA2011,MAR,2009,both,54.498,,
GHED_OOPSCHE_SHA2011,MAR,2010,both,55.613,,
GHED_OOPSCHE_SHA2011,MAR,2011,both,54.24,,
GHED_OOPSCHE_SHA2011,MAR,2012,both,52.746,,
GHED_OOPSCHE_SHA2011,MAR,2013,both,51.667,,
GHED_OOPSCHE_SHA2011,MAR,2014,both,49.156,,
GHED_OOPSCHE_SHA2011,MAR,2015,both,48.954,,
GHED_OOPSCHE_SHA2011,MAR,2016,both,48.847,,
GHED_OOPSCHE_SHA2011,MAR,2017,both,47.966,,
GHED_OOPSCHE_SHA2011,MAR,2018,both,46.985,,
GHED_OOPSCHE_SHA2011,MAR,2019,both,46.558,,
GHED_OOPSCHE_SHA2011,MAR,2020,both,43.408,,
GHED_OOPSCHE_SHA2011,MAR,2021,both,41.795,,
GHED_OOPSCHE_SHA2011,MAR,2022,both,40.544,,
GHED_OOPSCHE_SHA2011,MAR,2023,both,37.254,,
GHED_OOPSCHE_SHA2011,TUN,2000,both,38.63,,
GHED_OOPSCHE_SHA2011,TUN,2001,both,39.448,,
GHED_OOPSCHE_SHA2011,TUN,2002,both,40.205,,
GHED_OOPSCHE_SHA2011,TUN,2003,both,40.896,,
GHED_OOPSCHE_SHA2011,TUN,2004,both,41.519,,
GHED_OOPSCHE_SHA2011,TUN,2005,both,42.116,,
GHED_OOPSCHE_SHA2011,TUN,2006,both,42.675,,
GHED_OOPSCHE_SHA2011,TUN,2007,both,42.868,,
GHED_OOPSCHE_SHA2011,TUN,2008,both,42.793,,
GHED_OOPSCHE_SHA2011,TUN,2009,both,42.521,,
GHED_OOPSCHE_SHA2011,TUN,2010,both,42.106,,
GHED_OOPSCHE_SHA2011,TUN,2011,both,41.583,,
GHED_OOPSCHE_SHA2011,TUN,2012,both,40.978,,
GHED_OOPSCHE_SHA2011,TUN,2013,both,39.064,,
GHED_OOPSCHE_SHA2011,TUN,2014,both,38.005,,
GHED_OOPSCHE_SHA2011,TUN,2015,both,39.672,,
GHED_OOPSCHE_SHA2011,TUN,2016,both,39.756,,
GHED_OOPSCHE_SHA2011,TUN,2017,both,40.52,,
GHED_OOPSCHE_SHA2011,TUN,2018,both,41.915,,
GHED_OOPSCHE_SHA2011,TUN,2019,both,35.577,,
GHED_OOPSCHE_SHA2011,TUN,2020,both,33.441,,
GHED_OOPSCHE_SHA2011,TUN,2021,both,37.217,,
GHED_OOPSCHE_SHA2011,TUN,2022,both,36.29,,
GHED_OOPSCHE_SHA2011,TUN,2023,both,37.94,,
M_Est_tob_curr_std,DZA,2000,both,20.5,,
M_Est_tob_curr_std,DZA,2005,both,20.5,,
M_Est_tob_curr_std,DZA,2007,both,20.6,,
M_Est_tob_curr_std,DZA,2010,both,20.7,,
M_Est_tob_curr_std,DZA,2015,both,21.2,,
M_Est_tob_curr_std,DZA,2020,both,21.7,,
M_Est_tob_curr_std,DZA,2022,both,22.1,,
M_Est_tob_curr_std,DZA,2023,both,22.3,,
M_Est_tob_curr_std,DZA,2024,both,22.4,,
M_Est_tob_curr_std,DZA,2025,both,22.6,,
M_Est_tob_curr_std,DZA,2030,both,23.7,,
M_Est_tob_curr_std,EGY,2000,both,19.7,,
M_Est_tob_curr_std,EGY,2005,both,20.4,,
M_Est_tob_curr_std,EGY,2007,both,20.8,,
M_Est_tob_curr_std,EGY,2010,both,21.5,,
M_Est_tob_curr_std,EGY,2015,both,22.6,,
M_Est_tob_curr_std,EGY,2020,both,23.9,,
M_Est_tob_curr_std,EGY,2022,both,24.4,,
M_Est_tob_curr_std,EGY,2023,both,24.7,,
M_Est_tob_curr_std,EGY,2024,both,25,,
M_Est_tob_curr_std,EGY,2025,both,25.4,,
M_Est_tob_curr_std,EGY,2030,both,26.9,,
M_Est_tob_curr_std,LBY,2000,both,34.4,22.3,46.5
M_Est_tob_curr_std,LBY,2005,both,32,21.2,42.8
M_Est_tob_curr_std,LBY,2007,both,31,20.1,41.9
M_Est_tob_curr_std,LBY,2010,both,29.6,20.8,38.4
M_Est_tob_curr_std,LBY,2015,both,27.4,20.6,34.3
M_Est_tob_curr_std,LBY,2020,both,25.6,19.8,31.4
M_Est_tob_curr_std,LBY,2022,both,24.8,18.8,30.8
M_Est_tob_curr_std,LBY,2023,both,24.5,18.2,30.7
M_Est_tob_curr_std,LBY,2024,both,24.2,18.5,29.9
M_Est_tob_curr_std,LBY,2025,both,23.8,17.5,30.1
M_Est_tob_curr_std,LBY,2030,both,22.4,14.7,30.1
M_Est_tob_curr_std,MAR,2000,both,20,,
M_Est_tob_curr_std,MAR,2005,both,18.1,,
M_Est_tob_curr_std,MAR,2007,both,17.3,,
M_Est_tob_curr_std,MAR,2010,both,16.4,,
M_Est_tob_curr_std,MAR,2015,both,14.8,,
M_Est_tob_curr_std,MAR,2020,both,13.6,,
M_Est_tob_curr_std,MAR,2022,both,13,,
M_Est_tob_curr_std,MAR,2023,both,12.8,,
M_Est_tob_curr_std,MAR,2024,both,12.5,,
M_Est_tob_curr_std,MAR,2025,both,12.3,,
M_Est_tob_curr_std,MAR,2030,both,11.2,,
M_Est_tob_curr_std,TUN,2000,both,32.9,,
M_Est_tob_curr_std,TUN,2005,both,30.9,,
M_Est_tob_curr_std,TUN,2007,both,30.1,,
M_Est_tob_curr_std,TUN,2010,both,29,,
M_Est_tob_curr_std,TUN,2015,both,27.3,,
M_Est_tob_curr_std,TUN,2020,both,25.7,,
M_Est_tob_curr_std,TUN,2022,both,25.2,,
M_Est_tob_curr_std,TUN,2023,both,24.8,,
M_Est_tob_curr_std,TUN,2024,both,24.4,,
M_Est_tob_curr_std,TUN,2025,both,24.3,,
M_Est_tob_curr_std,TUN,2030,both,23,,
NCDMORT3070,DZA,2000,both,18,,
NCDMORT3070,DZA,2001,both,17.7,,
NCDMORT3070,DZA,2002,both,17.4,,
NCDMORT3070,DZA,2003,both,17.4,,
NCDMORT3070,DZA,2004,both,17.1,,
NCDMORT3070,DZA,2005,both,16.8,,
NCDMORT3070,DZA,2006,both,16.5,,
NCDMORT3070,DZA,2007,both,16.2,,
NCDMORT3070,DZA,2008,both,15.9,,
NCDMORT3070,DZA,2009,both,15.6,,
NCDMORT3070,DZA,2010,both,15.2,,
NCDMORT3070,DZA,2011,both,15.1,,
NCDMORT3070,DZA,2012,both,14.8,,
NCDMORT3070,DZA,2013,both,14.5,,
NCDMORT3070,DZA,2014,both,14.3,,
NCDMORT3070,DZA,2015,both,14.2,,
NCDMORT3070,DZA,2016,both,14.1,,
NCDMORT3070,DZA,2017,both,14.1,,
NCDMORT3070,DZA,2018,both,14,,
NCDMORT3070,DZA,2019,both,14,,
NCDMORT3070,DZA,2020,both,12.7,,
NCDMORT3070,DZA,2021,both,13.3,,
NCDMORT3070,EGY,2000,both,28.2,,
NCDMORT3070,EGY,2001,both,29.5,,
NCDMORT3070,EGY,2002,both,29.8,,
NCDMORT3070,EGY,2003,both,30.3,,
NCDMORT3070,EGY,2004,both,30,,
NCDMORT3070,EGY,2005,both,29.7,,
NCDMORT3070,EGY,2006,both,29.9,,
NCDMORT3070,EGY,2007,both,29.5,,
NCDMORT3070,EGY,2008,both,29.6,,
NCDMORT3070,EGY,2009,both,29.9,,
NCDMORT3070,EGY,2010,both,29.9,,
NCDMORT3070,EGY,2011,both,29.1,,
NCDMORT3070,EGY,2012,both,29.7,,
NCDMORT3070,EGY,2013,both,28.4,,
NCDMORT3070,EGY,2014,both,28.8,,
NCDMORT3070,EGY,2015,both,30.1,,
NCDMORT3070,EGY,2016,both,28.9,,
NCDMORT3070,EGY,2017,both,27.5,,
NCDMORT3070,EGY,2018,both,27.8,,
NCDMORT3070,EGY,2019,both,27.4,,
NCDMORT3070,EGY,2020,both,26,,
NCDMORT3070,EGY,2021,both,26,,
NCDMORT3070,LBY,2000,both,20,13.3,26.2
NCDMORT3070,LBY,2001,both,20.9,14.1,27.3
NCDMORT3070,LBY,2002,both,21.2,14.3,27.8
NCDMORT3070,LBY,2003,both,21.4,14.6,28.3
NCDMORT3070,LBY,2004,both,20.9,14.3,27.7
NCDMORT3070,LBY,2005,both,20.9,14.5,28
NCDMORT3070,LBY,2006,both,20.1,13.9,27
NCDMORT3070,LBY,2007,both,20.6,14.3,27.7
NCDMORT3070,LBY,2008,both,20.7,14.3,27.9
NCDMORT3070,LBY,2009,both,20.6,14.2,27.9
NCDMORT3070,LBY,2010,both,20,13.7,27.4
NCDMORT3070,LBY,2011,both,20.6,13.8,28.1
NCDMORT3070,LBY,2012,both,19.5,12.8,26.5
NCDMORT3070,LBY,2013,both,18.7,12.1,25.6
NCDMORT3070,LBY,2014,both,19.9,12.7,27.2
NCDMORT3070,LBY,2015,both,20.4,12.8,28.1
NCDMORT3070,LBY,2016,both,20.9,13,28.9
NCDMORT3070,LBY,2017,both,21.3,13.2,29.6
NCDMORT3070,LBY,2018,both,21.4,13.1,29.8
NCDMORT3070,LBY,2019,both,20.9,12.7,29.3
NCDMORT3070,LBY,2020,both,20.7,12.5,29.1
NCDMORT3070,LBY,2021,both,19.8,11.8,28
NCDMORT3070,LBY,2000,female,18.9,12.8,26.4
NCDMORT3070,LBY,2001,female,19.4,13.2,26.8
NCDMORT3070,LBY,2002,female,19.4,13.3,26.9
NCDMORT3070,LBY,2003,female,19.4,13.3,26.9
NCDMORT3070,LBY,2004,female,19.4,13.3,26.9
NCDMORT3070,LBY,2005,female,20,13.7,27.7
NCDMORT3070,LBY,2006,female,19.4,13.4,26.9
NCDMORT3070,LBY,2007,female,19.7,13.6,27.3
NCDMORT3070,LBY,2008,female,19.5,13.4,27.1
NCDMORT3070,LBY,2009,female,19.5,13.3,27.2
NCDMORT3070,LBY,2010,female,19,12.9,26.6
NCDMORT3070,LBY,2011,female,19.4,12.9,27.1
NCDMORT3070,LBY,2012,female,18.6,12.1,25.9
NCDMORT3070,LBY,2013,female,18.2,11.8,25.4
NCDMORT3070,LBY,2014,female,18.7,11.9,26.1
NCDMORT3070,LBY,2015,female,18.9,11.9,26.6
NCDMORT3070,LBY,2016,female,19.3,12,27.3
NCDMORT3070,LBY,2017,female,19.6,12,27.8
NCDMORT3070,LBY,2018,female,19.6,12,27.9
NCDMORT3070,LBY,2019,female,19.2,11.6,27.4
NCDMORT3070,LBY,2020,female,18.5,11.1,26.4
NCDMORT3070,LBY,2021,female,18.2,10.9,26.1
NCDMORT3070,LBY,2000,male,20.9,13.6,26
NCDMORT3070,LBY,2001,male,22.1,14.6,27.6
NCDMORT3070,LBY,2002,male,22.5,15,28.3
NCDMORT3070,LBY,2003,male,23,15.5,29.1
NCDMORT3070,LBY,2004,male,22,15,28.2
NCDMORT3070,LBY,2005,male,21.8,15.1,28.2
NCDMORT3070,LBY,2006,male,20.7,14.4,27.2
NCDMORT3070,LBY,2007,male,21.5,15,28.2
NCDMORT3070,LBY,2008,male,21.8,15.1,28.7
NCDMORT3070,LBY,2009,male,21.5,15,28.5
NCDMORT3070,LBY,2010,male,20.9,14.5,28
NCDMORT3070,LBY,2011,male,21.8,14.7,29.1
NCDMORT3070,LBY,2012,male,20.4,13.4,27.1
NCDMORT3070,LBY,2013,male,19.2,12.4,25.7
NCDMORT3070,LBY,2014,male,21.1,13.4,28.4
NCDMORT3070,LBY,2015,male,21.9,13.8,29.5
NCDMORT3070,LBY,2016,male,22.5,14,30.5
NCDMORT3070,LBY,2017,male,23.1,14.3,31.4
NCDMORT3070,LBY,2018,male,23.2,14.3,31.6
NCDMORT3070,LBY,2019,male,22.7,13.8,31.2
NCDMORT3070,LBY,2020,male,23,13.9,31.8
NCDMORT3070,LBY,2021,male,21.4,12.8,29.9
NCDMORT3070,MAR,2000,both,24,,
NCDMORT3070,MAR,2001,both,23.8,,
NCDMORT3070,MAR,2002,both,23.5,,
NCDMORT3070,MAR,2003,both,23.6,,
NCDMORT3070,MAR,2004,both,23.6,,
NCDMORT3070,MAR,2005,both,23.6,,
NCDMORT3070,MAR,2006,both,23.5,,
NCDMORT3070,MAR,2007,both,23.6,,
NCDMORT3070,MAR,2008,both,23.3,,
NCDMORT3070,MAR,2009,both,23.1,,
NCDMORT3070,MAR,2010,both,22.9,,
NCDMORT3070,MAR,2011,both,22.9,,
NCDMORT3070,MAR,2012,both,22.7,,
NCDMORT3070,MAR,2013,both,22.6,,
NCDMORT3070,MAR,2014,both,22.6,,
NCDMORT3070,MAR,2015,both,22.7,,
NCDMORT3070,MAR,2016,both,22.6,,
NCDMORT3070,MAR,2017,both,22.6,,
NCDMORT3070,MAR,2018,both,22.7,,
NCDMORT3070,MAR,2019,both,22.6,,
NCDMORT3070,MAR,2020,both,22.6,,
NCDMORT3070,MAR,2021,both,22,,
NCDMORT3070,TUN,2000,both,18.6,,
NCDMORT3070,TUN,2001,both,18.4,,
NCDMORT3070,TUN,2002,both,18.2,,
NCDMORT3070,TUN,2003,both,17.8,,
NCDMORT3070,TUN,2004,both,17.6,,
NCDMORT3070,TUN,2005,both,17.3,,
NCDMORT3070,TUN,2006,both,17.1,,
NCDMORT3070,TUN,2007,both,16.8,,
NCDMORT3070,TUN,2008,both,16.6,,
NCDMORT3070,TUN,2009,both,16.5,,
NCDMORT3070,TUN,2010,both,16.4,,
NCDMORT3070,TUN,2011,both,16,,
NCDMORT3070,TUN,2012,both,15.7,,
NCDMORT3070,TUN,2013,both,15.7,,
NCDMORT3070,TUN,2014,both,15.5,,
NCDMORT3070,TUN,2015,both,15.5,,
NCDMORT3070,TUN,2016,both,15.4,,
NCDMORT3070,TUN,2017,both,15.4,,
NCDMORT3070,TUN,2018,both,15.3,,
NCDMORT3070,TUN,2019,both,15.2,,
NCDMORT3070,TUN,2020,both,15.1,,
NCDMORT3070,TUN,2021,both,13,,
NCD_BMI_30A,DZA,2000,both,13.403,,
NCD_BMI_30A,DZA,2001,both,13.832,,
NCD_BMI_30A,DZA,2002,both,14.267,,
NCD_BMI_30A,DZA,2003,both,14.705,,
NCD_BMI_30A,DZA,2004,both,15.143,,
NCD_BMI_30A,DZA,2005,both,15.58,,
NCD_BMI_30A,DZA,2006,both,16.016,,
NCD_BMI_30A,DZA,2007,both,16.458,,
NCD_BMI_30A,DZA,2008,both,16.909,,
NCD_BMI_30A,DZA,2009,both,17.366,,
NCD_BMI_30A,DZA,2010,both,17.829,,
NCD_BMI_30A,DZA,2011,both,18.294,,
NCD_BMI_30A,DZA,2012,both,18.762,,
NCD_BMI_30A,DZA,2013,both,19.231,,
NCD_BMI_30A,DZA,2014,both,19.697,,
NCD_BMI_30A,DZA,2015,both,20.161,,
NCD_BMI_30A,DZA,2016,both,20.623,,
NCD_BMI_30A,DZA,2017,both,21.052,,
NCD_BMI_30A,DZA,2018,both,21.442,,
NCD_BMI_30A,DZA,2019,both,21.806,,
NCD_BMI_30A,DZA,2020,both,22.16,,
NCD_BMI_30A,DZA,2021,both,22.507,,
NCD_BMI_30A,DZA,2022,both,22.852,,
NCD_BMI_30A,DZA,2023,both,23.205,,
NCD_BMI_30A,DZA,2024,both,23.567,,
NCD_BMI_30A,EGY,2000,both,27.865,,
NCD_BMI_30A,EGY,2001,both,28.763,,
NCD_BMI_30A,EGY,2002,both,29.644,,
NCD_BMI_30A,EGY,2003,both,30.501,,
NCD_BMI_30A,EGY,2004,both,31.334,,
NCD_BMI_30A,EGY,2005,both,32.142,,
NCD_BMI_30A,EGY,2006,both,32.929,,
NCD_BMI_30A,EGY,2007,both,33.708,,
NCD_BMI_30A,EGY,2008,both,34.489,,
NCD_BMI_30A,EGY,2009,both,35.274,,
NCD_BMI_30A,EGY,2010,both,36.052,,
NCD_BMI_30A,EGY,2011,both,36.808,,
NCD_BMI_30A,EGY,2012,both,37.54,,
NCD_BMI_30A,EGY,2013,both,38.25,,
NCD_BMI_30A,EGY,2014,both,38.939,,
NCD_BMI_30A,EGY,2015,both,39.607,,
NCD_BMI_30A,EGY,2016,both,40.251,,
NCD_BMI_30A,EGY,2017,both,40.831,,
NCD_BMI_30A,EGY,2018,both,41.339,,
NCD_BMI_30A,EGY,2019,both,41.805,,
NCD_BMI_30A,EGY,2020,both,42.249,,
NCD_BMI_30A,EGY,2021,both,42.678,,
NCD_BMI_30A,EGY,2022,both,43.096,,
NCD_BMI_30A,EGY,2023,both,43.514,,
NCD_BMI_30A,EGY,2024,both,43.932,,
NCD_BMI_30A,LBY,2000,both,23.818,20.976,26.833
NCD_BMI_30A,LBY,2001,both,24.594,21.807,27.56
NCD_BMI_30A,LBY,2002,both,25.372,22.616,28.245
NCD_BMI_30A,LBY,2003,both,26.143,23.406,29.011
NCD_BMI_30A,LBY,2004,both,26.903,24.228,29.721
NCD_BMI_30A,LBY,2005,both,27.647,25.03,30.404
NCD_BMI_30A,LBY,2006,both,28.279,25.672,30.953
NCD_BMI_30A,LBY,2007,both,28.796,26.196,31.395
NCD_BMI_30A,LBY,2008,both,29.301,26.756,31.825
NCD_BMI_30A,LBY,2009,both,29.789,27.28,32.291
NCD_BMI_30A,LBY,2010,both,30.257,27.827,32.745
NCD_BMI_30A,LBY,2011,both,30.705,28.334,33.164
NCD_BMI_30A,LBY,2012,both,31.126,28.766,33.555
NCD_BMI_30A,LBY,2013,both,31.514,29.18,33.901
NCD_BMI_30A,LBY,2014,both,31.878,29.56,34.251
NCD_BMI_30A,LBY,2015,both,32.22,29.926,34.563
NCD_BMI_30A,LBY,2016,both,32.542,30.231,34.868
NCD_BMI_30A,LBY,2017,both,32.797,30.555,35.143
NCD_BMI_30A,LBY,2018,both,32.984,30.729,35.355
NCD_BMI_30A,LBY,2019,both,33.129,30.855,35.554
NCD_BMI_30A,LBY,2020,both,33.255,30.941,35.728
NCD_BMI_30A,LBY,2021,both,33.366,30.967,35.893
NCD_BMI_30A,LBY,2022,both,33.466,30.969,36.092
NCD_BMI_30A,LBY,2023,both,33.562,30.918,36.387
NCD_BMI_30A,LBY,2024,both,33.659,30.825,36.703
NCD_BMI_30A,MAR,2000,both,11.38,,
NCD_BMI_30A,MAR,2001,both,11.797,,
NCD_BMI_30A,MAR,2002,both,12.225,,
NCD_BMI_30A,MAR,2003,both,12.657,,
NCD_BMI_30A,MAR,2004,both,13.099,,
NCD_BMI_30A,MAR,2005,both,13.543,,
NCD_BMI_30A,MAR,2006,both,13.984,,
NCD_BMI_30A,MAR,2007,both,14.43,,
NCD_BMI_30A,MAR,2008,both,14.887,,
NCD_BMI_30A,MAR,2009,both,15.351,,
NCD_BMI_30A,MAR,2010,both,15.819,,
NCD_BMI_30A,MAR,2011,both,16.288,,
NCD_BMI_30A,MAR,2012,both,16.759,,
NCD_BMI_30A,MAR,2013,both,17.228,,
NCD_BMI_30A,MAR,2014,both,17.694,,
NCD_BMI_30A,MAR,2015,both,18.154,,
NCD_BMI_30A,MAR,2016,both,18.614,,
NCD_BMI_30A,MAR,2017,both,19.042,,
NCD_BMI_30A,MAR,2018,both,19.429,,
NCD_BMI_30A,MAR,2019,both,19.789,,
NCD_BMI_30A,MAR,2020,both,20.143,,
NCD_BMI_30A,MAR,2021,both,20.492,,
NCD_BMI_30A,MAR,2022,both,20.841,,
NCD_BMI_30A,MAR,2023,both,21.197,,
NCD_BMI_30A,MAR,2024,both,21.561,,
NCD_BMI_30A,TUN,2000,both,16.202,,
NCD_BMI_30A,TUN,2001,both,16.716,,
NCD_BMI_30A,TUN,2002,both,17.232,,
NCD_BMI_30A,TUN,2003,both,17.743,,
NCD_BMI_30A,TUN,2004,both,18.242,,
NCD_BMI_30A,TUN,2005,both,18.723,,
NCD_BMI_30A,TUN,2006,both,19.189,,
NCD_BMI_30A,TUN,2007,both,19.652,,
NCD_BMI_30A,TUN,2008,both,20.117,,
NCD_BMI_30A,TUN,2009,both,20.582,,
NCD_BMI_30A,TUN,2010,both,21.041,,
NCD_BMI_30A,TUN,2011,both,21.494,,
NCD_BMI_30A,TUN,2012,both,21.94,,
NCD_BMI_30A,TUN,2013,both,22.379,,
NCD_BMI_30A,TUN,2014,both,22.81,,
NCD_BMI_30A,TUN,2015,both,23.235,,
NCD_BMI_30A,TUN,2016,both,23.652,,
NCD_BMI_30A,TUN,2017,both,24.029,,
NCD_BMI_30A,TUN,2018,both,24.36,,
NCD_BMI_30A,TUN,2019,both,24.66,,
NCD_BMI_30A,TUN,2020,both,24.947,,
NCD_BMI_30A,TUN,2021,both,25.229,,
NCD_BMI_30A,TUN,2022,both,25.511,,
NCD_BMI_30A,TUN,2023,both,25.794,,
NCD_BMI_30A,TUN,2024,both,26.085,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2000,both,12.494,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2001,both,12.695,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2002,both,12.891,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2003,both,13.083,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2004,both,13.285,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2005,both,13.506,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2006,both,13.748,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2007,both,14.012,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2008,both,14.305,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2009,both,14.628,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2010,both,14.958,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2011,both,15.286,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2012,both,15.619,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2013,both,15.96,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2014,both,16.317,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2015,both,16.688,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2016,both,17.075,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2017,both,17.389,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2018,both,17.632,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2019,both,17.867,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2020,both,18.118,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2021,both,18.383,,
NCD_DIABETES_PREVALENCE_AGESTD,DZA,2022,both,18.66,,
NCD_DIABETES_PREVALENCE_AGESTD,EGY,2000,both,13.612,,
NCD_DIABETES_PREVALENCE_AGESTD,EGY,2001,both,13.966,,
NCD_DIABETES_PREVALENCE_AGESTD,EGY,2002,both,14.341,,
NCD_DIABETES_PREVALENCE_AGESTD,EGY,2003,both,14.747,,
NCD_DIABETES_PREVALENCE_AGESTD,EGY,2004,both,15.195,,
NCD_DIABETES_PREVALENCE_AGESTD,EGY,2005,both,15.697,,
NCD_DIABETES_PREVALENCE_AGESTD,EGY,2006,both,16.257,,
NCD_DIABETES_PREVALENCE_AGESTD,EGY,2007,both,16.876,,
NCD_DIABETES_PREVALENCE_AGESTD,EGY,2008,both,17.557,,
NCD_DIABETES_PREVALENCE_AGESTD,EGY,2009,both,18.304,,
